region,metric,y2024,y2025,y2026,y2027,y2028,y2029,y2030,y2031,y2032,y2033,y2034,y2035,y2036,y2037,y2038,y2039,y2040,y2041,y2042,y2043,y2044,y2045,y2046,y2047,y2048,y2049,y2050
SERC Central (54.16),Carbon Dioxide (M short tons),84.4579086303711,85.374755859375,83.57079315185547,70.99226379394531,68.6773910522461,62.54225921630859,63.09814071655273,60.3822135925293,28.7371940612793,27.19499206542969,22.92887496948242,21.72135734558105,19.76404762268066,16.78282356262207,15.58967304229736,11.09660720825195,11.39693927764893,11.88907241821289,12.12373352050781,11.83744144439697,11.93446826934814,11.78587913513184,12.03162574768066,11.82634735107422,12.33523941040039,12.68619823455811,13.5319995880127
SERC Central (54.16),Carbon Intensities (MT CO2/MWh),0.45337298036255697,0.45830204331979507,0.4398691707589121,0.3690312842431051,0.3535691156517307,0.3198357626299703,0.3206566288542751,0.3043724600911992,0.1434545443466027,0.1343290624164566,0.11171144652462808,0.10438367269451272,0.09378499722864124,0.07847700806204418,0.07183798226981021,0.05038037419881613,0.05106629051038889,0.05262356228798776,0.05304560885805941,0.051290798733125885,0.05130253840012849,0.050283019611044526,0.05100697429761671,0.04979387028717077,0.051452144260871066,0.0523761712940955,0.05527826123326009
Midcontinent ISO South (54.6),Electricity Sales (B kWh),177.0523223876953,180.9233093261719,182.8625030517578,184.7894744873047,186.3462371826172,187.9825439453125,189.5636138916016,191.4271392822266,194.1689758300781,197.1974639892578,200.8600921630859,204.9395141601562,209.2747650146484,213.7612915039062,217.6770324707031,221.4483947753906,224.7408905029297,227.66455078125,230.5167694091797,233.3980102539062,235.7427978515625,238.0193939208984,239.9095764160156,242.0509796142578,244.5307159423828,247.1568298339844,250.3561248779297
Midcontinent ISO South (54.6),Carbon Dioxide (M short tons),80.46524047851562,74.44879150390625,73.82405853271484,73.29319763183594,71.85821533203125,67.52696990966797,63.09329223632812,56.96743774414062,56.80717468261719,54.54304885864258,49.99360275268555,48.26689529418945,47.06115341186523,39.42388916015625,32.6097526550293,28.51001930236816,28.74059677124023,30.50547981262207,29.79744338989258,26.5810546875,26.25746536254883,22.64336395263672,20.71451568603516,20.69241714477539,18.73789215087891,19.15345764160156,17.56463050842285
Midcontinent ISO South (54.6),Carbon Intensities (MT CO2/MWh),0.4544715335747991,0.4114936421469529,0.40371348581955874,0.3966308028917052,0.38561666937020583,0.35921936416241274,0.3328344028744189,0.2975933190964729,0.29256566060445466,0.2765910258440939,0.24889763921891386,0.2355177599204701,0.2248773444259805,0.18442950490611082,0.14980796221309295,0.1287434001555312,0.12788325572139517,0.13399310392390892,0.12926366904353284,0.1138872377642951,0.11138183478708891,0.09513243261245277,0.08634301304469447,0.08548784713762225,0.07662796912308553,0.07749515825424272,0.07015858116907318
PJM East (54.10),Electricity Sales (B kWh),256.2489929199219,259.2716369628906,260.2713623046875,263.6578979492188,266.1902770996094,269.7865295410156,273.1930541992188,276.6208190917969,281.1846313476562,285.4909362792969,290.5203552246094,295.9786376953125,302.03662109375,307.7184753417969,313.6130065917969,319.7592468261719,325.4602966308594,330.5548095703125,335.1044921875,339.4218139648438,343.4356994628906,347.4953918457031,351.2770080566406,355.3594970703125,359.5368041992188,363.7541809082031,368.2394409179688
PJM East (54.10),Carbon Dioxide (M short tons),95.46131896972656,97.33760833740234,100.7354736328125,101.9496154785156,96.45877838134766,92.9112777709961,88.5438232421875,84.65274047851562,78.49116516113281,75.5116195678711,70.5546646118164,70.58358764648438,68.1217041015625,58.18080902099609,48.63742065429688,44.29099273681641,44.46371841430664,45.92586898803711,44.22673797607422,48.12469482421875,51.42856597900391,57.23124694824219,55.29050827026367,63.15782165527344,64.19583129882812,60.99549102783203,60.57001495361328
PJM East (54.10),Carbon Intensities (MT CO2/MWh),0.37253344054920184,0.37542713687318685,0.38704017507268507,0.3866738537760449,0.36236777478259447,0.3443881276395262,0.3241071538283666,0.30602447334386473,0.2791445776568296,0.2644974322196968,0.24285618320020513,0.23847527712167124,0.22554120707242983,0.18907154975459964,0.1550873835969566,0.13851356349014035,0.13661794963807175,0.1389357155254708,0.1319789468871941,0.1417843310129836,0.1497472920241972,0.16469641984102723,0.15739859712466156,0.17772937595861366,0.1785514877727436,0.16768327136623298,0.16448540874008719
NYUP (54.9),Electricity Sales (B kWh),74.49003601074219,75.52606201171875,75.83417510986328,76.87835693359375,77.65618896484375,78.72786712646484,79.74064636230469,80.74617767333984,82.1585693359375,83.46234893798828,85.05517578125,86.78023529052734,88.67494201660156,90.3764419555664,92.13793182373047,93.990478515625,95.69800567626953,97.20792388916016,98.54437255859375,99.82218170166016,101.0200881958008,102.2518463134766,103.386360168457,104.6132507324219,105.8356704711914,107.0500869750977,108.3451232910156
NYUP (54.9),Carbon Dioxide (M short tons),11.14995861053467,4.635298252105713,4.827306270599365,5.13245153427124,4.898959636688232,4.700272083282471,4.966816902160645,4.368556499481201,4.369685173034668,4.390378475189209,4.361425876617432,4.515885829925537,4.433303356170654,4.42138147354126,4.555235862731934,4.667509078979492,4.531713485717773,4.546075820922852,4.462125301361084,5.192297458648682,5.128600597381592,5.18418025970459,5.221670150756836,5.209783554077148,5.211595058441162,5.147049903869629,5.254099369049072
