city,state,region,year,v1_excel_mt_co2,v2_city_specific_mt_co2,v3_mpg_split_mt_co2,v2_v1_delta,v2_v1_pct,v3_v1_delta,v3_v1_pct,v3_v2_delta,v3_v2_pct,v2_gasoline,v2_diesel,v2_ethanol,v2_electricity,v3_gasoline,v3_diesel,v3_ethanol,v3_electricity
Cincinnati,Ohio,PJMW,2033,1339843.91634235,630680.0709661031,723179.65198624,-709163.8453762468,-52.9288401974611,-616664.26435611,-46.025082237903234,92499.58102013683,14.66664086569946,552034.4308533506,27167.57730771401,45782.79931818871,5695.263486849875,654537.0119203918,21429.41496444459,39760.36204621486,7452.863055188619
Cincinnati,Ohio,PJMW,2034,1290575.3868787491,608971.9849095145,695479.1426456808,-681603.4019692346,-52.8139160950287,-595096.2442330683,-46.110924652941506,86507.15773616626,14.205441281345662,533381.6215388575,27152.048226305946,42475.88853965505,5962.4266046961,629300.7348978354,21439.00821293304,36954.31185397116,7785.087680941238
Cincinnati,Ohio,PJMW,2035,1250086.09034508,588419.128987005,672639.6621655879,-661666.961358075,-52.92971151894228,-577446.4281794921,-46.192532869483486,84220.5331785829,14.313017546450785,515667.7633590494,27186.317525091203,39408.53654506664,6156.511557797775,608768.5655455943,21530.063011727478,34304.75733670398,8036.276271562055
Cincinnati,Ohio,PJMW,2036,1212714.8061151672,568964.1878538398,651431.7741191817,-643750.6182613274,-53.08343025212415,-561283.0319959855,-46.28318456785482,82467.58626534184,14.494336906583442,498931.62454965676,27257.26634188152,36562.56180098663,6212.735161314954,589782.8511235492,21700.501744908215,31843.577706460947,8104.843544263393
Cincinnati,Ohio,PJMW,2037,1178157.3424067858,550789.2747855564,631959.4178479431,-627368.0676212294,-53.24993912439721,-546197.9245588427,-46.36035484386561,81170.14306238678,14.737059485043433,483112.1724236281,27364.949061468546,33921.02159182662,6391.1317086331865,572111.4528151845,21959.531274122288,29546.755413860545,8341.678344775768
Cincinnati,Ohio,PJMW,2038,1146626.0536880577,533163.9271813532,613465.9132630503,-613462.1265067045,-53.50149898770731,-533160.1404250074,-46.49817076021673,80301.98608169705,15.061406443272501,468079.08329959284,27503.22585010386,31468.385090810913,6113.232940845525,555766.2776285376,22317.47486936736,27399.505565272193,7982.655199873168
Cincinnati,Ohio,PJMW,2039,1116665.3132764357,517445.671935441,596767.8753420503,-599219.6413409947,-53.66152545589594,-519897.4379343854,-46.558035944444384,79322.20340660936,15.329571336429302,453972.38413953036,27679.322002133722,29192.30021584194,6601.665577934929,539941.211946709,22785.926026288038,25424.255790700696,8616.48157835265
Cincinnati,Ohio,PJMW,2040,1090463.9103799688,503768.1353755464,582772.6535810652,-586695.7750044224,-53.8024018419821,-507691.2567989036,-46.557364436022475,79004.51820551883,15.682714458829947,440866.77548767923,27900.225371065295,27079.888655698585,7921.245861103289,525465.2431859123,23385.881897765703,23587.202305320116,10334.326192067243
Cincinnati,Ohio,PJMW,2041,1057216.6299704844,491531.7198271972,564265.5107150718,-565684.9101432872,-53.507000751499724,-492951.1192554126,-46.62725739276111,72733.79088787461,14.797374808983822,428758.0853486998,28161.5467723432,25120.381039801967,9491.706666352173,505780.75395548844,24127.35780526336,21866.616228005252,12490.782726314757
Cincinnati,Ohio,PJMW,2042,1035772.663365919,480604.55542979715,553620.7441998349,-555168.1079361219,-53.59941689636884,-482151.91916608415,-46.54997531980133,73016.18877003773,15.19257109511592,417542.1482992937,28460.79220593324,23302.697961278434,11298.916963291746,493465.5626356464,25028.356847508257,20279.07558015137,14847.749136528782
Cincinnati,Ohio,PJMW,2043,1015569.9412189332,471281.5850805184,544883.0608535054,-544288.3561384148,-53.59437435546145,-470686.8803654278,-46.347066928791534,73601.475772987,15.617303561821158,407286.7338729553,28800.379198565668,21616.44849453644,13578.023514460961,482130.86278905143,26112.111625550624,18809.874898850405,17830.21154005286
Cincinnati,Ohio,PJMW,2044,1003134.6174814224,463179.5297771535,538684.2042409659,-539955.0877042689,-53.82678239735542,-464450.4132404565,-46.299908820468744,75504.67446381238,16.30138415230471,398081.0197629313,29184.841601637036,20051.867494213966,15861.800918371237,473000.4539794062,27407.405704431894,17408.69762483831,20867.646932289455
Cincinnati,Ohio,PJMW,2045,989780.7733605944,455685.2979843704,531476.042699592,-534095.475376224,-53.960987094426386,-458304.73066100245,-46.303660668707906,75790.74471522158,16.632255868351745,389658.83198094997,29603.667530665367,18600.425712279073,17822.37276047594,462954.4712930394,28930.18005342498,16156.983685638537,23434.40766748914
Cincinnati,Ohio,PJMW,2046,980367.8679640512,450691.74780694547,528091.0600681001,-529676.1201571057,-54.02830278975731,-452276.8078959511,-46.13337734489432,77399.31226115464,17.17344784717664,382263.7545048578,30067.52829050883,17254.305926477384,21106.159085101473,454633.7167273406,30717.778198753826,14979.743861967212,27759.821280038417
Cincinnati,Ohio,PJMW,2047,970492.093678452,442358.3443104183,519800.30083697726,-528133.7493680336,-54.41917072876406,-450691.7928414747,-46.439512055499556,77441.95652655896,17.50661144355293,375727.2432967178,30573.74082094439,16007.30779092515,20050.05240183099,446731.90858477686,32812.37279426174,13905.48371075565,26350.535747182996
Cincinnati,Ohio,PJMW,2048,968065.7802681644,438114.86519283167,517686.3395867734,-529950.9150753326,-54.74327528946748,-450379.44068139093,-46.5236402175719,79571.47439394175,18.162240251519247,370226.27001613757,31127.99252505714,14851.240337644065,21909.362313992922,440733.82809314376,35268.94026766657,12901.720907518311,28781.85031844475
Cincinnati,Ohio,PJMW,2049,972433.9222240328,435788.697089995,518330.39611685515,-536645.2251340378,-55.1857779607984,-454103.52610717766,-46.69762291597224,82541.69902686012,18.940761790757133,365761.0390470378,31730.551534211965,13776.187342631649,24520.919166113676,436024.30605090957,38138.3115214111,11966.378173286952,32201.40037124749
Cincinnati,Ohio,PJMW,2050,979497.367861704,435704.1708667561,521820.9004744599,-543793.1969949479,-55.51757614030939,-457676.46738724405,-46.72564545899461,86116.7296077038,19.76495415143487,362329.08900490735,32381.16626537212,12774.005412037184,28219.910184439424,432226.33626112074,41466.2958547967,11097.572032226146,37030.696326316356
Cleveland,Ohio,PJMW,2027,1603108.6910768675,837285.0522472605,920428.3043711064,-765823.638829607,-47.77116131253551,-682680.3867057611,-42.5847848312256,83143.25212384597,9.930101092894319,728607.8136210475,29097.869327750854,76127.27732466577,3452.0919737962113,825645.692040856,23529.571321101346,66715.21613507993,4537.824874069041
Cleveland,Ohio,PJMW,2028,1539102.1430715837,800344.1146109939,882154.6006690946,-738758.0284605898,-47.999285283707785,-656947.5424024891,-42.68381701369215,81810.48605810071,10.22191386986891,696909.4735014345,29071.954267942747,70620.56073898479,3742.1261026318084,792161.7555499563,23339.483750255815,61723.59133042995,4929.7700384524915
Cleveland,Ohio,PJMW,2029,1506549.9665316714,770905.7873937736,863257.3568612797,-735644.1791378978,-48.8297232405423,-643292.6096703917,-42.69971948898304,92351.56946750614,11.979618129437336,672019.3246137081,29009.621786091164,65511.54628874825,4365.294705226081,777267.4316999216,23155.138083694812,57118.61678180164,5716.170295861589
Cleveland,Ohio,PJMW,2030,1455393.219742279,743007.1415745963,833384.4627828044,-712386.0781676827,-48.94801408335763,-622008.7569594746,-42.7381925737994,90377.3212082081,12.163721739831274,648191.9955186204,28996.111892479174,60771.96532760509,5047.068835891685,750642.9094338317,23059.972149897032,53032.33670555447,6649.244493521195
Cleveland,Ohio,PJMW,2031,1408367.275946535,716110.0334811043,805815.0093195919,-692257.2424654306,-49.15317575809042,-602552.266626943,-42.783745186210744,89704.97583848762,12.526702831186434,625198.252261613,28908.81676994866,56374.95420219406,5628.010247348559,726293.4351465554,22915.270928134225,49170.12149138153,7436.181753520693
Cleveland,Ohio,PJMW,2032,1355844.0604569844,691798.9938056406,775815.577181137,-664045.0666513438,-48.9765074036264,-580028.4832758474,-42.779881565461885,84016.58337549644,12.144652439188242,605138.6393400648,28862.365918987638,52296.49279223423,5501.495754353908,700224.8640518968,22794.096630949018,45551.8825586488,7244.733939642344
Cleveland,Ohio,PJMW,2033,1339843.91634235,668339.9854826798,766363.0109152923,-671503.9308596702,-50.11807141631943,-573480.9054270576,-42.80206809406633,98023.02543261251,14.666640865699454,584998.163866664,28789.839824212642,48516.63599390829,6035.34579789483,693621.5003189199,22709.033542632726,42134.579822772874,7897.897230966852
Cleveland,Ohio,PJMW,2034,1290575.3868787491,645335.6405099704,737008.4159902099,-645239.7463687788,-49.99628482992289,-553566.9708885392,-42.893036432946275,91672.77548023954,14.205441281345626,565231.5359353853,28773.38345192403,45012.25904676279,6318.4620758982455,666878.2848672954,22719.199634524102,39160.97144178342,8249.960046607062
Cleveland,Ohio,PJMW,2035,1250086.09034508,623555.5081397882,712805.1174316962,-626530.5822052918,-50.11899476717969,-537280.9729133839,-42.97951773586011,89249.60929190798,14.313017546450746,546459.9268997614,28809.69907962026,41761.745701076834,6524.136459329574,645120.0743283386,22815.691605185522,36353.20359065515,8516.147907516899
Cleveland,Ohio,PJMW,2036,1212714.8061151672,602938.8505457275,690330.8388845068,-609775.9555694397,-50.281892535212556,-522383.9672306604,-43.07558253568906,87391.98833877931,14.494336906583433,528724.4199702793,28884.88447609397,38745.82874617953,6583.7173531746785,625000.6624658859,22996.307777637594,33745.05909065985,8588.80955032353
Cleveland,Ohio,PJMW,2037,1178157.3424067858,583678.6555666818,669695.7262390452,-594478.686840104,-50.45834418225327,-508461.61616774066,-43.157360894516465,86017.07067236339,14.737059485043385,511960.33800387406,28998.997273625828,35946.553763005366,6772.766526176429,606274.0487157806,23270.804784542106,31311.0862280936,8839.786510628875
Cleveland,Ohio,PJMW,2038,1146626.0536880577,565000.8423548647,650097.9156298444,-581625.211333193,-50.724925485726445,-496528.1380582133,-43.30340623790631,85097.07327497972,15.06140644327254,496029.57527733553,29145.53100945095,33347.46252967666,6478.273538401584,588952.851091411,23650.122331207644,29035.617256266276,8459.324950959512
Cleveland,Ohio,PJMW,2039,1116665.3132764357,548344.0000564014,632402.7847140774,-568321.3132200344,-50.89450764370109,-484262.52856235835,-43.36684616283741,84058.784657676,15.329571336429307,481080.5202082537,29332.142423239417,30935.46538195663,6995.872042951673,572182.8203659208,24146.5461978063,26942.41903035827,9130.999119992015
Cleveland,Ohio,PJMW,2040,1090463.9103799688,533849.7342523847,617571.863714409,-556614.1761275841,-51.04379620721547,-472892.0466655599,-43.36613455651018,83722.1294620242,15.682714458829986,467192.3339481386,29566.2366354739,28696.91500366898,8394.248665103369,556842.4454328456,24782.327344052766,24995.669233952936,10951.421703557711
Cleveland,Ohio,PJMW,2041,1057216.6299704844,520882.64338265714,597959.6004389316,-536333.9865878273,-50.730755777347234,-459257.0295315528,-43.44020104416769,77076.95705627446,14.797374808983847,454360.5953785291,29843.162369418296,26620.39895083823,10058.486683871475,535982.5326939784,25568.079138133755,23172.34148526921,13236.647121550151
Cleveland,Ohio,PJMW,2042,1035772.663365919,509302.98321749916,586679.2010323638,-526469.6801484199,-50.82869038439066,-449093.4623335552,-43.35830421263965,77376.21781486465,15.192571095115879,442474.9190271392,30160.276700357852,24694.17622994014,11973.611260061964,522931.96210069564,26522.87970110609,21490.00373212836,15734.355498433795
Cleveland,Ohio,PJMW,2043,1015569.9412189332,499423.30863328784,577419.7628010393,-516146.63258564536,-50.82334673731508,-438150.17841789394,-43.14327951573736,77996.45416775142,15.617303561821135,431607.1211620213,30520.14151323896,22907.235440141347,14388.810517886273,510920.43124747014,27671.34892657897,19933.07240162401,18894.9102253661
Cleveland,Ohio,PJMW,2044,1003134.6174814224,490837.45381860196,570850.7527289634,-512297.1636628204,-51.06963260315438,-432283.864752459,-43.09330544666052,80013.29891036142,16.30138415230469,421851.70456034166,30927.561390156498,21249.228328167457,16808.959539936317,501244.8166653548,29043.989137881654,18448.22637257891,22113.720553148116
Cleveland,Ohio,PJMW,2045,989780.7733605944,482895.7175910404,563212.1689180959,-506885.055769554,-51.21185108986624,-426568.60444249853,-43.09728132970028,80316.45132705546,16.632255868351823,412926.601137747,31371.39674854634,19711.1163374376,18886.603367309504,490598.95637603157,30657.693190303085,17121.76860981537,24833.750741945805
Cleveland,Ohio,PJMW,2046,980367.8679640512,477603.9866378572,559625.0581991458,-502763.881326194,-51.28318641963383,-420742.80976490537,-42.916829846603406,82021.07156128861,17.17344784717658,405089.94004673825,31862.956110846888,18284.615454474064,22366.475025797994,481781.3430699294,32552.03451088393,15874.232049072492,29417.448569260127
Cleveland,Ohio,PJMW,2047,970492.093678452,468772.96909300506,550839.2313445238,-501719.1245854469,-51.697394327426515,-419652.8623339281,-43.241244835217536,82066.26225151878,17.506611443552913,398163.11294839095,32399.396202768916,16963.155091004453,21247.304850840792,473407.6928114107,34771.70401686566,14735.824404820256,27924.010111427247
Cleveland,Ohio,PJMW,2048,968065.7802681644,464276.09833014826,548599.0387392495,-503789.6819380161,-52.04085220308697,-419466.7415289149,-43.330396557630436,84322.9404091012,18.162240251519233,392333.65904341533,32986.744040338985,15738.0551702803,23217.64007611367,467051.4478414987,37374.960953457296,13672.12372958558,30500.506214707875
Cleveland,Ohio,PJMW,2049,972433.9222240328,461811.0273256078,549281.5539347993,-510622.89489842503,-52.50977811742625,-423152.36828923353,-43.514768316745965,87470.5266091915,18.940761790757087,387601.7949201468,33625.28376589919,14598.807339000206,25985.14130056156,462060.70524753095,40415.67149808318,12680.928703460973,34124.24848572425
Cleveland,Ohio,PJMW,2050,979497.367861704,461721.45377252897,552980.4874180078,-517775.914089175,-52.86138902236236,-426516.88044369617,-43.54446417500903,91259.03364547883,19.764954151434853,383964.91221697035,34314.74877358891,13536.78193534589,29905.010846623787,458035.94659250823,43942.38036911879,11760.243382273693,39241.917074107114
Columbus,Ohio,PJMW,2027,1603108.6910768675,2228158.1921678535,2449416.5531597272,625049.501090986,38.98983921490171,846307.8620828597,52.79167075779269,221258.36099187378,9.930101092894294,1938949.542261528,77434.38837614807,202587.65657301646,9186.604957160323,2197183.871384405,62616.198577288415,177540.55799114946,12075.925206884136
Columbus,Ohio,PJMW,2028,1539102.1430715837,2129852.062612944,2347563.7060088655,590749.9195413601,38.382762456713984,808461.5629372818,52.528129245784584,217711.64339592168,10.221913869868915,1854594.858004272,77365.42398623456,187933.34542844314,9958.435193994002,2108077.410928698,62110.34316153489,164256.99384431855,13118.958074313927
Columbus,Ohio,PJMW,2029,1506549.9665316714,2051511.6577810217,2297274.920264078,544961.6912493503,36.17282555214168,790724.9537324065,52.485810049353155,245763.26248305617,11.979618129437359,1788357.9306882836,77199.54663096232,174337.3874322448,11616.79302953097,2068441.0772640964,61619.76793146707,152002.37191154753,15211.703156966538
Columbus,Ohio,PJMW,2030,1455393.219742279,1977268.6075013764,2217778.0589668797,521875.3877590974,35.85803346339013,762384.8392246007,52.38342661508371,240509.4514655033,12.163721739831237,1724949.3479383548,77163.5945020594,161724.55489968063,13431.110161281313,1997588.6868619027,61366.51516595107,141128.08435207768,17694.772586948115
Columbus,Ohio,PJMW,2031,1408367.275946535,1905690.819765545,2144411.045638775,497323.54381901,35.31206328865949,736043.76969224,52.262203351576744,238720.22587323003,12.526702831186409,1663759.079141372,76931.2873064626,150023.3590717578,14977.094245952305,1932790.5867852836,60981.44055865678,130850.07156983898,19788.94672499567
Columbus,Ohio,PJMW,2032,1355844.0604569844,1840995.000739977,2064577.4450026776,485150.94028299255,35.78220788307126,708733.3845456932,52.272485104726286,223582.44426270062,12.14465243918821,1610377.0311245108,76807.67367712077,139169.87831553048,14640.417622814946,1863417.677180873,60658.97510650432,121221.32124454557,19279.471470754892
Columbus,Ohio,PJMW,2033,1339843.91634235,1778566.582324234,2039422.5555110744,438722.6659818841,32.7443115299248,699578.6391687244,52.21344297166415,260855.9731868403,14.666640865699456,1556779.794078696,76614.66938093139,129111.03531121976,16061.083553386936,1845845.001115528,60432.60773427626,112127.29637735979,21017.650283910432
Columbus,Ohio,PJMW,2034,1290575.3868787491,1717348.1005553023,1961304.9765759907,426772.7136765532,33.068406387998856,670729.5896972416,51.97136072146844,243956.87602068833,14.205441281345651,1504177.429043752,76570.87617020846,119785.2911309444,16814.504210397652,1774676.7479220508,60459.661437037714,104214.01779127079,21954.5494256316
Columbus,Ohio,PJMW,2035,1250086.09034508,1659387.4571198686,1896895.8750210388,409301.3667747886,32.74185433595241,646809.7846759588,51.74121923854141,237508.4179011702,14.31301754645078,1454222.978835144,76667.51824346404,111135.12125092336,17361.838790337406,1716774.4422148508,60716.44301259627,96742.06911333179,22662.92068025988
Columbus,Ohio,PJMW,2036,1212714.8061151672,1604523.0183125222,1837087.9903304202,391808.212197355,32.308355618455806,624373.184215253,51.48557443735526,232564.972017898,14.49433690658341,1407025.7728763002,76867.59939460205,103109.25234054912,17520.393701071018,1663233.259026876,61197.09342335773,89801.35218732858,22856.285692857942
Columbus,Ohio,PJMW,2037,1178157.3424067858,1553268.3576564789,1782174.439486671,375111.01524969307,31.838787719423085,604017.0970798852,51.26794828999457,228906.08183019212,14.73705948504341,1362413.694268944,77171.27299294152,95659.90463136764,18023.48576322575,1613398.5489399491,61927.57673130435,83324.13566628209,23524.178149135307
Columbus,Ohio,PJMW,2038,1146626.0536880577,1503563.5141172428,1730021.326111192,356937.46042918507,31.12936944709358,583395.2724231342,50.87929674602076,226457.81199394912,15.061406443272517,1320019.220151261,77561.22423240458,88743.27999058425,17239.78974299305,1567303.8906377242,62937.005356319656,77268.72500656384,22511.70511058415
Columbus,Ohio,PJMW,2039,1116665.3132764357,1459236.8185392488,1682931.5676046647,342571.50526281307,30.678082428983615,566266.254328229,50.710472296012576,223694.74906541593,15.329571336429328,1280237.2373869175,78057.82900191385,82324.54459126794,18617.2075591498,1522675.981368812,64258.07385286174,71698.36785953237,24299.144523458486
Columbus,Ohio,PJMW,2040,1090463.9103799688,1420665.1075024914,1643463.9597283364,330201.19712252263,30.280800123634084,553000.0493483676,50.712366001702556,222798.85222584498,15.68271445882993,1243278.4072886463,78680.79358885995,76367.38059965627,22338.52602532872,1481852.6297679234,65949.99581615577,66517.73493730425,29143.599206953106
Columbus,Ohio,PJMW,2041,1057216.6299704844,1386157.4691869363,1591272.3853452522,328940.83921645186,31.1138540476454,534055.7553747678,50.515262457579546,205114.91615831596,14.797374808983863,1209130.9645068918,79417.7401532996,70841.41755772138,26767.34696902363,1426340.8475710913,68041.01522739818,61665.54911440859,35224.97343235416
Columbus,Ohio,PJMW,2042,1035772.663365919,1355342.0203857594,1561253.3204148463,319569.3570198404,30.85323337085819,525480.6570489273,50.73320388098376,205911.30002908688,15.19257109511591,1177501.1544909067,80261.63542222904,65715.41068110334,31863.819791520258,1391611.055486734,70581.90221751374,57188.561693466225,41871.801017132384
Columbus,Ohio,PJMW,2043,1015569.9412189332,1329050.5228823952,1536612.3775309098,313480.581663462,30.86745372625034,521042.43631197663,51.305421238304646,207561.85464851465,15.61730356182113,1148580.0925670208,81219.29700801978,60960.056755910795,38291.07655144357,1359646.3251965435,73638.17451847244,53045.302131629935,50282.575684263786
Columbus,Ohio,PJMW,2044,1003134.6174814224,1306202.100244537,1519131.1224108718,303067.4827631146,30.212045071680254,515996.5049294494,51.43841075138705,212929.0221663348,16.301384152304752,1122619.2667279567,82303.51072229704,56547.817316902845,44731.50547738045,1333897.8661293054,77291.00401005866,49093.87383986136,58848.378431646415
Columbus,Ohio,PJMW,2045,989780.7733605944,1285067.7869207973,1498803.5493232303,295287.0135602029,29.833577445399083,509022.7759626359,51.42783024915255,213735.76240243297,16.632255868351802,1098868.045738612,83484.63223774244,52454.63922490431,50260.46971953851,1305567.4179113843,81585.34545863315,45563.94371303831,66086.84224017462
Columbus,Ohio,PJMW,2046,980367.8679640512,1270985.5891765086,1489257.6364788665,290617.7212124574,29.643741977793375,508889.76851481525,51.90804239347791,218272.04730235785,17.173447847176593,1078013.3552573859,84792.75545946615,48658.47730850688,59521.00115114956,1282102.2464376702,86626.5104966157,42244.03635247162,78284.84319210889
Columbus,Ohio,PJMW,2047,970492.093678452,1247484.7467394818,1465877.0541687529,276992.65306102985,28.541464156719275,495384.9604903009,51.04471883048994,218392.30742927105,17.506611443552902,1059579.888060655,86220.31395010829,45141.84611273056,56542.69861598808,1259818.5362821028,92533.42926983871,39214.539633571556,74310.5489832399
Columbus,Ohio,PJMW,2048,968065.7802681644,1235517.8074008578,1459915.5199313043,267452.02713269345,27.627464226512217,491849.7396631399,50.80747090625313,224397.71253044647,18.162240251519233,1044066.717917017,87783.34662628146,41881.64647431686,61786.09638324235,1242903.4853527658,99461.13955681454,36383.85088882768,81167.04413289644
Columbus,Ohio,PJMW,2049,972433.9222240328,1228957.8334250888,1461731.8091629846,256523.91120105598,26.37957246641146,489297.8869389518,50.31682623945173,232773.97573789582,18.940761790757126,1031474.4212049383,89482.60963917401,38849.913874573074,69150.88870640342,1229622.2689188835,107552.98843412919,33746.11203087495,90810.43977909707
Columbus,Ohio,PJMW,2050,979497.367861704,1228719.4629375732,1471575.301436941,249222.09507586923,25.443875936076747,492077.93357523694,50.23780050062512,242855.8384993677,19.764954151434836,1021796.0566297126,91317.39350516288,36023.683312960326,79582.32948973724,1218911.7003441574,116938.16166909634,31296.01151217333,104429.42791151379
Dayton,Ohio,PJMW,2027,1603108.6910768675,347238.63064659765,381719.7777033869,-1255870.06043027,-78.33967013095385,-1221388.9133734806,-76.18877747790316,34481.147056789254,9.930101092894375,302168.0356064326,12067.460505813542,31571.483883680223,1431.6506506712562,342411.5583265717,9758.177460963292,27668.116410127586,1881.9255057242772
Dayton,Ohio,PJMW,2028,1539102.1430715837,331918.49497095164,365846.9176450474,-1207183.648100632,-78.43427764264284,-1173255.2254265363,-76.22984807785875,33928.42267409578,10.22191386986889,289022.1085564249,12056.713019211771,29287.739869095694,1551.9335262192487,328525.1092319041,9679.344394940937,25597.991119802457,2044.4728983999007
Dayton,Ohio,PJMW,2029,1506549.9665316714,319709.83986120374,358009.85779881146,-1186840.1266704677,-78.77867664772985,-1148540.1087328598,-76.23644314811477,38300.017937607714,11.979618129437297,278699.67273463774,12030.862509179551,27168.930776669764,1810.3738407166904,322348.1392690321,9602.892609912085,23688.217319187755,2370.6086006794944
Dayton,Ohio,PJMW,2030,1455393.219742279,308139.7210048543,345620.9792377771,-1147253.4987374246,-78.82773419410186,-1109772.2405045019,-76.25239869545499,37481.25823292282,12.163721739831248,268818.00925009634,12025.259689750947,25203.333041025464,2093.1190239815737,311306.4245883707,9563.425419559824,21993.55635001579,2757.572879830765
Dayton,Ohio,PJMW,2031,1408367.275946535,296984.95960350113,334187.3829463507,-1111382.3163430337,-78.91281878841556,-1074179.893000184,-76.27129026256661,37202.42334284959,12.526702831186409,259282.05025910167,11989.056680120873,23379.80577509895,2334.046889179643,301208.21719080035,9503.41496796637,20391.81949990441,3083.93128767956
Dayton,Ohio,PJMW,2032,1355844.0604569844,286902.69179775735,321746.0265552703,-1068941.3686592272,-78.83955093618529,-1034098.0339017141,-76.26968794281353,34843.33475751296,12.144652439188206,250962.93300807234,11969.792595760618,21688.38736109719,2281.578832827148,290397.06642974564,9453.16159617713,18891.264427313326,3004.5341020341493
Dayton,Ohio,PJMW,2033,1339843.91634235,277173.77820431784,317825.86082743545,-1062670.138138032,-79.31298005509652,-1022018.0555149144,-76.2788891339619,40652.0826231176,14.666640865699437,242610.28046138652,11939.714593330951,20120.806170953918,2502.9769786464685,287658.52120653156,9417.884255173318,17474.041559992856,3275.413805737697
Dayton,Ohio,PJMW,2034,1290575.3868787491,267633.42247265164,305651.9311512599,-1022941.9644060975,-79.262472754891,-984923.4557274892,-76.31661549888396,38018.50867860828,14.205441281345657,234412.6698663617,11932.889811061677,18667.47191026183,2620.390884966435,276567.58212003444,9422.100334055795,16240.827495651602,3421.4212015181147
Dayton,Ohio,PJMW,2035,1250086.09034508,258600.77186074236,295614.3457124275,-991485.3184843377,-79.31336298691582,-954471.7446326525,-76.3524810014625,37013.573851685156,14.31301754645076,226627.7132389043,11947.950618367942,17319.41989377705,2705.688109693059,267544.02292404795,9462.11745805787,15076.390771046847,3531.8145592748256
Dayton,Ohio,PJMW,2036,1212714.8061151672,250050.63719363336,286293.8189855373,-962664.1689215339,-79.38091990526198,-926420.9871296299,-76.39232096929234,36243.18179190392,14.494336906583463,219272.44859696727,11979.131485679593,16068.659629095853,2730.397481890671,259200.10587240336,9537.022548297513,13994.74178868883,3561.9487761475466
Dayton,Ohio,PJMW,2037,1178157.3424067858,242063.0543357284,277736.03064449766,-936094.2880710574,-79.4540978846482,-900421.3117622882,-76.42623606817001,35672.976308769255,14.737059485043414,212320.0530532537,12026.456314240504,14907.745064394381,2808.7999038398143,251433.80967759926,9650.861872836134,12985.325220746932,3666.033873315312
Dayton,Ohio,PJMW,2038,1146626.0536880577,234316.99668697806,269608.4319236732,-912309.0570010797,-79.56465441079847,-877017.6217643844,-76.48680395352146,35291.435236695135,15.061406443272505,205713.25143954775,12087.226745570762,13829.850650342285,2686.667851517251,244250.36727873862,9808.172343303571,12041.643343546995,3508.248958084025
Dayton,Ohio,PJMW,2039,1116665.3132764357,227409.07554937885,262269.91201123525,-889256.2377270568,-79.63498347753524,-854395.4012652005,-76.5131137420484,34860.83646185641,15.32957133642929,199513.5833603001,12164.618180677617,12829.547844923913,2901.326163477206,237295.50466726458,10014.049115133366,11173.552740848001,3786.8054879892807
Dayton,Ohio,PJMW,2040,1090463.9103799688,221398.01755126202,256119.2364613367,-869065.8928287068,-79.69689639026049,-834344.6739186321,-76.51281862486464,34721.21891007468,15.682714458829967,193753.87850687685,12261.701669126893,11901.176836861918,3481.2605383963637,230933.5485197501,10277.720100326533,10366.197191264266,4541.770649995805
Dayton,Ohio,PJMW,2041,1057216.6299704844,216020.30912927465,247985.64393465882,-841196.3208412097,-79.5670723477642,-809230.9860358256,-76.54353545861437,31965.334805384162,14.797374808983774,188432.30335422442,12376.548234687289,11040.004660474262,4171.45287988867,222282.53114471072,10603.586872069896,9610.027199964923,5489.4987179133
Dayton,Ohio,PJMW,2042,1035772.663365919,211217.9955942242,243307.43974055545,-824554.6677716948,-79.60768776153684,-792465.2236253635,-76.5095712267703,32089.444146331254,15.192571095115886,183503.07886910066,12508.061804335188,10241.162094098796,4965.692826689545,216870.20203432554,10999.561503573535,8912.328541523819,6525.347661132566
Dayton,Ohio,PJMW,2043,1015569.9412189332,207120.69961999435,239467.36801901652,-808449.2415989388,-79.60547164566542,-776102.5731999166,-76.4203962425673,32346.668399022165,15.617303561821103,178995.98867478876,12657.30484230337,9500.082492557021,5967.323610345203,211888.78320420446,11475.854350463147,8266.63840079566,7836.092063553248
Dayton,Ohio,PJMW,2044,1003134.6174814224,203559.9762310121,236743.06993676955,-799574.6412504104,-79.7076112534037,-766391.5475446528,-76.39967101014197,33183.09370575746,16.30138415230472,174950.22493750186,12826.269903580105,8812.474231046917,6971.007158883209,207876.11493891006,12045.115328028578,7650.8434568123575,9170.996213018567
Dayton,Ohio,PJMW,2045,989780.7733605944,200266.38152845134,233575.19852255296,-789514.3918321431,-79.7665920657876,-756205.5748380414,-76.401319887282,33308.816994101624,16.632255868351788,171248.80845750746,13010.337183494134,8174.588841825347,7832.6470456244,203461.06663606764,12714.350236651086,7100.735251827302,10299.046398006933
Dayton,Ohio,PJMW,2046,980367.8679640512,198071.79629729048,232087.55293437158,-782296.0716667607,-79.79617623447513,-748280.3150296796,-76.32648309696724,34015.7566370811,17.17344784717662,167998.79048718812,13214.196549415732,7582.990781061042,9275.8184796256,199804.22842814281,13499.970957300837,6583.357226420972,12199.996322506939
Dayton,Ohio,PJMW,2047,970492.093678452,194409.39908709287,228443.89719501632,-776082.6945913591,-79.96795642608238,-742048.1964834356,-76.4610243933934,34034.49810792346,17.506611443552917,165126.09862448234,13436.668839399874,7034.955096160942,8811.676527049707,196331.51045535985,14420.511695101439,6111.2371157767075,11580.63792877831
