name,region,buildings_residential_2027,buildings_commercial_2027,electricity_residential_mwh,electricity_commercial_mwh,electricity_residential_mmbtu,electricity_commercial_mmbtu,inventory_total,eie_total,inventory_residential,inventory_commercial,inventory_transport
Jackson,MISS,425861.0861805777,1010273.2500507691,844538.918446251,2175565.990880556,2815129.72815417,7251886.63626852,,2083000,,,
