name,region,buildings_residential_2027,buildings_commercial_2027,electricity_residential_mwh,electricity_commercial_mwh,electricity_residential_mmbtu,electricity_commercial_mmbtu,inventory_total,eie_total,inventory_residential,inventory_commercial,inventory_transport
Buffalo,NYUP,632333.2607968027,608711.3673196917,650774.973705471,1923581.0278346008,2169249.91235157,6411936.75944867,,2385000,,,
