name,region,buildings_residential_2027,buildings_commercial_2027,electricity_residential_mwh,electricity_commercial_mwh,electricity_residential_mmbtu,electricity_commercial_mmbtu,inventory_total,eie_total,inventory_residential,inventory_commercial,inventory_transport
Philadelphia,PJME,3387194.02660871,4428511.077271638,3986500.2054164996,6849733.37469393,13288334.018055,22832444.5823131,11960000,11420000,3370000,5080000,3510000
