name,region,buildings_residential_2027,buildings_commercial_2027,electricity_residential_mwh,electricity_commercial_mwh,electricity_residential_mmbtu,electricity_commercial_mmbtu,inventory_total,eie_total,inventory_residential,inventory_commercial,inventory_transport
Raleigh,SRCA,627608.9353730931,1106607.729990626,1458422.2127022392,3237401.35242072,4861407.37567413,10791337.8414024,4415221,4320000,920240,1121711,2373270
