name,region,buildings_residential_2027,buildings_commercial_2027,electricity_residential_mwh,electricity_commercial_mwh,electricity_residential_mmbtu,electricity_commercial_mmbtu,inventory_total,eie_total,inventory_residential,inventory_commercial,inventory_transport
Akron,PJMW,611910.8789310254,739953.2016418049,619359.976008864,1188648.743972286,2064533.25336288,3962162.47990762,1703951,1665000,521915,501412,680624
