name,region,buildings_residential_2027,buildings_commercial_2027,electricity_residential_mwh,electricity_commercial_mwh,electricity_residential_mmbtu,electricity_commercial_mmbtu,inventory_total,eie_total,inventory_residential,inventory_commercial,inventory_transport
Birmingham,SRSE,575422.0075128869,1330673.5974723313,1185359.745019698,3146541.32746413,3951199.15006566,10488471.0915471,238871,2923000,113291,60425,65155
